IBGE7;IBGE;Região;UF;uf_s;Município;Municipio_2013;area;Pop_Total2010;Pop_Urbana2010;Pop_Rural2010;Porte_pop2010;Pop_Total2010_MICRO;NºIDENTIFICADOR;q.28.2;idade;q.28.3;q.28.9;q.28.10;q.28.11;q.28.12;q.28.13;D28.2.FaixasEtarias;D28.9;D28.11;D28.9bin1;D28.9bin2;D28.9bin3;D28.10bin1;D28.10bin2;D28.10bin3;D28.10bin4;D28.10bin5;D28.11bin1;D28.11bin2;D28.11bin3;D28.11bin4;D28.9bin1_sum;D28.9bin2_sum;D28.9bin3_sum;D28.10bin1_sum;D28.10bin2_sum;D28.10bin3_sum;D28.10bin4_sum;D28.10bin5_sum;D28.11bin1_sum;D28.11bin2_sum;D28.11bin3_sum;D28.11bin4_sum;nu_trabalhadores
3304557;330455;3;33;RJ;Rio de Janeiro;Rio de Janeiro;1182,30;6320446;6320446;;Metrópole;11601307;3304550000000;23/09/1971;46;Feminino;Médio Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;08/08/2012;De 40 a 49 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;29,00;52,00;14,00;2,00;2,00;;1,00;3,00;;;;95,00;95
3304557;330455;3;33;RJ;Rio de Janeiro;Rio de Janeiro;1182,30;6320446;6320446;;Metrópole;11601307;3304550000000;01/02/1972;45;Feminino;Médio Completo;Sem formação profissional;Voluntário;Família Acolhedora;05/07/2016;De 40 a 49 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;29,00;52,00;14,00;2,00;2,00;;1,00;3,00;;;;95,00;95
3304557;330455;3;33;RJ;Rio de Janeiro;Rio de Janeiro;1182,30;6320446;6320446;;Metrópole;11601307;3304550000000;12/10/1971;46;Feminino;Superior Completo;Pedagogo;Voluntário;Família Acolhedora;02/06/2015;De 40 a 49 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;Pedagogo;;;;;;;;Outros vínculos não permanentes;29,00;52,00;14,00;2,00;2,00;;1,00;3,00;;;;95,00;95
3304557;330455;3;33;RJ;Rio de Janeiro;Rio de Janeiro;1182,30;6320446;6320446;;Metrópole;11601307;3304550000000;11/12/1973;44;Feminino;Médio Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;09/08/2016;De 40 a 49 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;29,00;52,00;14,00;2,00;2,00;;1,00;3,00;;;;95,00;95
3304557;330455;3;33;RJ;Rio de Janeiro;Rio de Janeiro;1182,30;6320446;6320446;;Metrópole;11601307;3304550000000;28/12/1970;47;Feminino;Médio Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;06/05/2014;De 40 a 49 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;29,00;52,00;14,00;2,00;2,00;;1,00;3,00;;;;95,00;95
3304557;330455;3;33;RJ;Rio de Janeiro;Rio de Janeiro;1182,30;6320446;6320446;;Metrópole;11601307;3304550000000;21/01/1974;43;Feminino;Fundamental Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;12/03/2013;De 40 a 49 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;29,00;52,00;14,00;2,00;2,00;;1,00;3,00;;;;95,00;95
3304557;330455;3;33;RJ;Rio de Janeiro;Rio de Janeiro;1182,30;6320446;6320446;;Metrópole;11601307;3304550000000;04/04/1971;46;Feminino;Médio Completo;Sem formação profissional;Voluntário;Família Acolhedora;14/07/2016;De 40 a 49 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;29,00;52,00;14,00;2,00;2,00;;1,00;3,00;;;;95,00;95
3304557;330455;3;33;RJ;Rio de Janeiro;Rio de Janeiro;1182,30;6320446;6320446;;Metrópole;11601307;3304550000000;15/03/1964;53;Feminino;Médio Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;25/05/2015;De 50 a 85 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;29,00;52,00;14,00;2,00;2,00;;1,00;3,00;;;;95,00;95
3304557;330455;3;33;RJ;Rio de Janeiro;Rio de Janeiro;1182,30;6320446;6320446;;Metrópole;11601307;3304550000000;06/10/1971;46;Feminino;Superior Incompleto;Sem formação profissional;Voluntário;Família Acolhedora;05/05/2016;De 40 a 49 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;29,00;52,00;14,00;2,00;2,00;;1,00;3,00;;;;95,00;95
3304557;330455;3;33;RJ;Rio de Janeiro;Rio de Janeiro;1182,30;6320446;6320446;;Metrópole;11601307;3304550000000;03/10/1964;53;Feminino;Fundamental Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;22/09/2015;De 50 a 85 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;29,00;52,00;14,00;2,00;2,00;;1,00;3,00;;;;95,00;95
3304557;330455;3;33;RJ;Rio de Janeiro;Rio de Janeiro;1182,30;6320446;6320446;;Metrópole;11601307;3304550000000;02/06/1970;47;Feminino;Médio Completo;Sem formação profissional;Voluntário;Família Acolhedora;09/07/2010;De 40 a 49 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;29,00;52,00;14,00;2,00;2,00;;1,00;3,00;;;;95,00;95
3304557;330455;3;33;RJ;Rio de Janeiro;Rio de Janeiro;1182,30;6320446;6320446;;Metrópole;11601307;3304550000000;09/04/1658;359;Feminino;Fundamental Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;03/03/2015;Mais de 85 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;29,00;52,00;14,00;2,00;2,00;;1,00;3,00;;;;95,00;95
3304557;330455;3;33;RJ;Rio de Janeiro;Rio de Janeiro;1182,30;6320446;6320446;;Metrópole;11601307;3304550000000;27/04/1975;42;Feminino;Médio Completo;Sem formação profissional;Voluntário;Família Acolhedora;03/06/2013;De 40 a 49 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;29,00;52,00;14,00;2,00;2,00;;1,00;3,00;;;;95,00;95
3304557;330455;3;33;RJ;Rio de Janeiro;Rio de Janeiro;1182,30;6320446;6320446;;Metrópole;11601307;3304550000000;13/03/1984;33;Feminino;Superior Completo;Assistente Social;Sem Vínculo;Família Acolhedora;10/08/2016;De 30 a 39 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;Assistente Social;;;;;;;Outros vínculos não permanentes;29,00;52,00;14,00;2,00;2,00;;1,00;3,00;;;;95,00;95
3304557;330455;3;33;RJ;Rio de Janeiro;Rio de Janeiro;1182,30;6320446;6320446;;Metrópole;11601307;3304550000000;14/05/1980;37;Feminino;Superior Completo;Assistente Social;Sem Vínculo;Família Acolhedora;10/01/2014;De 30 a 39 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;Assistente Social;;;;;;;Outros vínculos não permanentes;29,00;52,00;14,00;2,00;2,00;;1,00;3,00;;;;95,00;95
3304557;330455;3;33;RJ;Rio de Janeiro;Rio de Janeiro;1182,30;6320446;6320446;;Metrópole;11601307;3304550000000;09/04/1982;35;Feminino;Superior Incompleto;Sem formação profissional;Sem Vínculo;Família Acolhedora;01/06/2016;De 30 a 39 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;29,00;52,00;14,00;2,00;2,00;;1,00;3,00;;;;95,00;95
3304557;330455;3;33;RJ;Rio de Janeiro;Rio de Janeiro;1182,30;6320446;6320446;;Metrópole;11601307;3304550000000;29/05/1984;33;Feminino;Médio Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;06/06/2016;De 30 a 39 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;29,00;52,00;14,00;2,00;2,00;;1,00;3,00;;;;95,00;95
3304557;330455;3;33;RJ;Rio de Janeiro;Rio de Janeiro;1182,30;6320446;6320446;;Metrópole;11601307;3304550000000;20/10/1962;55;Masculino;Médio Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;09/05/2017;De 50 a 85 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;29,00;52,00;14,00;2,00;2,00;;1,00;3,00;;;;95,00;95
3304557;330455;3;33;RJ;Rio de Janeiro;Rio de Janeiro;1182,30;6320446;6320446;;Metrópole;11601307;3304550000000;02/04/1987;30;Masculino;Superior Completo;Advogado;Sem Vínculo;Família Acolhedora;02/10/2017;De 30 a 39 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;;;Advogado;;;;;Outros vínculos não permanentes;29,00;52,00;14,00;2,00;2,00;;1,00;3,00;;;;95,00;95
3304557;330455;3;33;RJ;Rio de Janeiro;Rio de Janeiro;1182,30;6320446;6320446;;Metrópole;11601307;3304550000000;13/08/1988;29;Feminino;Médio Incompleto;Sem formação profissional;Sem Vínculo;Família Acolhedora;06/09/2017;De 16 a 29 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;29,00;52,00;14,00;2,00;2,00;;1,00;3,00;;;;95,00;95
3304557;330455;3;33;RJ;Rio de Janeiro;Rio de Janeiro;1182,30;6320446;6320446;;Metrópole;11601307;3304550000000;01/02/1977;40;Feminino;Médio Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;16/08/2016;De 40 a 49 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;29,00;52,00;14,00;2,00;2,00;;1,00;3,00;;;;95,00;95
3304557;330455;3;33;RJ;Rio de Janeiro;Rio de Janeiro;1182,30;6320446;6320446;;Metrópole;11601307;3304550000000;23/05/1979;38;Feminino;Fundamental Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;03/07/2014;De 30 a 39 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;29,00;52,00;14,00;2,00;2,00;;1,00;3,00;;;;95,00;95
3304557;330455;3;33;RJ;Rio de Janeiro;Rio de Janeiro;1182,30;6320446;6320446;;Metrópole;11601307;3304550000000;06/09/1981;36;Feminino;Fundamental Completo;Sem formação profissional;Voluntário;Família Acolhedora;03/05/2017;De 30 a 39 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;29,00;52,00;14,00;2,00;2,00;;1,00;3,00;;;;95,00;95
3304557;330455;3;33;RJ;Rio de Janeiro;Rio de Janeiro;1182,30;6320446;6320446;;Metrópole;11601307;3304550000000;09/02/1982;35;Feminino;Médio Completo;Sem formação profissional;Voluntário;Família Acolhedora;17/08/2015;De 30 a 39 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;29,00;52,00;14,00;2,00;2,00;;1,00;3,00;;;;95,00;95
3304557;330455;3;33;RJ;Rio de Janeiro;Rio de Janeiro;1182,30;6320446;6320446;;Metrópole;11601307;3304550000000;09/10/1962;55;Feminino;Fundamental Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;31/08/2016;De 50 a 85 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;29,00;52,00;14,00;2,00;2,00;;1,00;3,00;;;;95,00;95
3304557;330455;3;33;RJ;Rio de Janeiro;Rio de Janeiro;1182,30;6320446;6320446;;Metrópole;11601307;3304550000000;26/07/1981;36;Feminino;Médio Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;12/12/2013;De 30 a 39 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;29,00;52,00;14,00;2,00;2,00;;1,00;3,00;;;;95,00;95
3304557;330455;3;33;RJ;Rio de Janeiro;Rio de Janeiro;1182,30;6320446;6320446;;Metrópole;11601307;3304550000000;08/02/1976;41;Feminino;Superior Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;21/01/2015;De 40 a 49 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;29,00;52,00;14,00;2,00;2,00;;1,00;3,00;;;;95,00;95
3304557;330455;3;33;RJ;Rio de Janeiro;Rio de Janeiro;1182,30;6320446;6320446;;Metrópole;11601307;3304550000000;01/06/1988;29;Feminino;Superior Completo;Pedagogo;Voluntário;Família Acolhedora;26/11/2016;De 16 a 29 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;Pedagogo;;;;;;;;Outros vínculos não permanentes;29,00;52,00;14,00;2,00;2,00;;1,00;3,00;;;;95,00;95
3304557;330455;3;33;RJ;Rio de Janeiro;Rio de Janeiro;1182,30;6320446;6320446;;Metrópole;11601307;3304550000000;26/08/1978;39;Feminino;Fundamental Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;24/06/2016;De 30 a 39 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;29,00;52,00;14,00;2,00;2,00;;1,00;3,00;;;;95,00;95
3304557;330455;3;33;RJ;Rio de Janeiro;Rio de Janeiro;1182,30;6320446;6320446;;Metrópole;11601307;3304550000000;05/08/1981;36;Feminino;Médio Incompleto;Sem formação profissional;Sem Vínculo;Família Acolhedora;17/08/2017;De 30 a 39 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;29,00;52,00;14,00;2,00;2,00;;1,00;3,00;;;;95,00;95
3304557;330455;3;33;RJ;Rio de Janeiro;Rio de Janeiro;1182,30;6320446;6320446;;Metrópole;11601307;3304550000000;22/10/1982;35;Feminino;Superior Incompleto;Sem formação profissional;Voluntário;Família Acolhedora;08/08/2016;De 30 a 39 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;29,00;52,00;14,00;2,00;2,00;;1,00;3,00;;;;95,00;95
3304557;330455;3;33;RJ;Rio de Janeiro;Rio de Janeiro;1182,30;6320446;6320446;;Metrópole;11601307;3304550000000;04/01/1984;33;Feminino;Superior Completo;Psicólogo;Sem Vínculo;Família Acolhedora;25/10/2016;De 30 a 39 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;;;;Psicólogo;;;;Outros vínculos não permanentes;29,00;52,00;14,00;2,00;2,00;;1,00;3,00;;;;95,00;95
3304557;330455;3;33;RJ;Rio de Janeiro;Rio de Janeiro;1182,30;6320446;6320446;;Metrópole;11601307;3304550000000;18/03/1960;57;Feminino;Superior Completo;Outra formação de nível superior;Sem Vínculo;Família Acolhedora;24/04/2013;De 50 a 85 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;29,00;52,00;14,00;2,00;2,00;;1,00;3,00;;;;95,00;95
3304557;330455;3;33;RJ;Rio de Janeiro;Rio de Janeiro;1182,30;6320446;6320446;;Metrópole;11601307;3304550000000;15/04/1993;24;Feminino;Médio Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;06/05/2016;De 16 a 29 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;29,00;52,00;14,00;2,00;2,00;;1,00;3,00;;;;95,00;95
3304557;330455;3;33;RJ;Rio de Janeiro;Rio de Janeiro;1182,30;6320446;6320446;;Metrópole;11601307;3304550000000;31/12/1983;34;Feminino;Médio Completo;Sem formação profissional;Voluntário;Família Acolhedora;09/01/2014;De 30 a 39 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;29,00;52,00;14,00;2,00;2,00;;1,00;3,00;;;;95,00;95
3304557;330455;3;33;RJ;Rio de Janeiro;Rio de Janeiro;1182,30;6320446;6320446;;Metrópole;11601307;3304550000000;13/07/1989;28;Feminino;Superior Incompleto;Sem formação profissional;Voluntário;Família Acolhedora;04/10/2016;De 16 a 29 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;29,00;52,00;14,00;2,00;2,00;;1,00;3,00;;;;95,00;95
3304557;330455;3;33;RJ;Rio de Janeiro;Rio de Janeiro;1182,30;6320446;6320446;;Metrópole;11601307;3304550000000;30/07/1979;38;Feminino;Médio Completo;Profissional de nível médio;Sem Vínculo;Família Acolhedora;21/09/2017;De 30 a 39 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;29,00;52,00;14,00;2,00;2,00;;1,00;3,00;;;;95,00;95
3304557;330455;3;33;RJ;Rio de Janeiro;Rio de Janeiro;1182,30;6320446;6320446;;Metrópole;11601307;3304550000000;06/05/1986;31;Feminino;Médio Incompleto;Sem formação profissional;Voluntário;Família Acolhedora;04/07/2011;De 30 a 39 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;29,00;52,00;14,00;2,00;2,00;;1,00;3,00;;;;95,00;95
3304557;330455;3;33;RJ;Rio de Janeiro;Rio de Janeiro;1182,30;6320446;6320446;;Metrópole;11601307;3304550000000;21/02/1984;33;Feminino;Fundamental Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;11/08/2016;De 30 a 39 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;29,00;52,00;14,00;2,00;2,00;;1,00;3,00;;;;95,00;95
3304557;330455;3;33;RJ;Rio de Janeiro;Rio de Janeiro;1182,30;6320446;6320446;;Metrópole;11601307;3304550000000;25/02/1986;31;Feminino;Médio Completo;Sem formação profissional;Voluntário;Família Acolhedora;04/12/2012;De 30 a 39 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;29,00;52,00;14,00;2,00;2,00;;1,00;3,00;;;;95,00;95
3304557;330455;3;33;RJ;Rio de Janeiro;Rio de Janeiro;1182,30;6320446;6320446;;Metrópole;11601307;3304550000000;29/05/1986;31;Feminino;Médio Completo;Sem formação profissional;Voluntário;Família Acolhedora;19/09/2016;De 30 a 39 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;29,00;52,00;14,00;2,00;2,00;;1,00;3,00;;;;95,00;95
3304557;330455;3;33;RJ;Rio de Janeiro;Rio de Janeiro;1182,30;6320446;6320446;;Metrópole;11601307;3304550000000;07/11/1989;28;Feminino;Médio Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;17/02/2015;De 16 a 29 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;29,00;52,00;14,00;2,00;2,00;;1,00;3,00;;;;95,00;95
3304557;330455;3;33;RJ;Rio de Janeiro;Rio de Janeiro;1182,30;6320446;6320446;;Metrópole;11601307;3304550000000;02/09/1992;25;Feminino;Médio Completo;Sem formação profissional;Voluntário;Família Acolhedora;28/09/2016;De 16 a 29 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;29,00;52,00;14,00;2,00;2,00;;1,00;3,00;;;;95,00;95
3304557;330455;3;33;RJ;Rio de Janeiro;Rio de Janeiro;1182,30;6320446;6320446;;Metrópole;11601307;3304550000000;07/01/1994;23;Feminino;Médio Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;12/02/2015;De 16 a 29 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;29,00;52,00;14,00;2,00;2,00;;1,00;3,00;;;;95,00;95
3304557;330455;3;33;RJ;Rio de Janeiro;Rio de Janeiro;1182,30;6320446;6320446;;Metrópole;11601307;3304550000000;03/06/1957;60;Feminino;Médio Completo;Profissional de nível médio;Sem Vínculo;Família Acolhedora;24/05/2012;De 50 a 85 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;29,00;52,00;14,00;2,00;2,00;;1,00;3,00;;;;95,00;95
3304557;330455;3;33;RJ;Rio de Janeiro;Rio de Janeiro;1182,30;6320446;6320446;;Metrópole;11601307;3304550000000;22/05/1974;43;Feminino;Fundamental Completo;Sem formação profissional;Voluntário;Família Acolhedora;01/11/2006;De 40 a 49 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;29,00;52,00;14,00;2,00;2,00;;1,00;3,00;;;;95,00;95
3304557;330455;3;33;RJ;Rio de Janeiro;Rio de Janeiro;1182,30;6320446;6320446;;Metrópole;11601307;3304550000000;26/10/1958;59;Feminino;Médio Completo;Profissional de nível médio;Sem Vínculo;Família Acolhedora;08/08/2012;De 50 a 85 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;29,00;52,00;14,00;2,00;2,00;;1,00;3,00;;;;95,00;95
3304557;330455;3;33;RJ;Rio de Janeiro;Rio de Janeiro;1182,30;6320446;6320446;;Metrópole;11601307;3304550000000;25/05/1957;60;Feminino;Médio Completo;Profissional de nível médio;Sem Vínculo;Família Acolhedora;28/09/2016;De 50 a 85 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;29,00;52,00;14,00;2,00;2,00;;1,00;3,00;;;;95,00;95
3304557;330455;3;33;RJ;Rio de Janeiro;Rio de Janeiro;1182,30;6320446;6320446;;Metrópole;11601307;3304550000000;22/01/1957;60;Feminino;Médio Completo;Profissional de nível médio;Voluntário;Família Acolhedora;12/12/2006;De 50 a 85 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;29,00;52,00;14,00;2,00;2,00;;1,00;3,00;;;;95,00;95
3304557;330455;3;33;RJ;Rio de Janeiro;Rio de Janeiro;1182,30;6320446;6320446;;Metrópole;11601307;3304550000000;13/07/1958;59;Feminino;Médio Completo;Profissional de nível médio;Voluntário;Família Acolhedora;01/07/2011;De 50 a 85 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;29,00;52,00;14,00;2,00;2,00;;1,00;3,00;;;;95,00;95
3304557;330455;3;33;RJ;Rio de Janeiro;Rio de Janeiro;1182,30;6320446;6320446;;Metrópole;11601307;3304550000000;30/05/1959;58;Feminino;Superior Incompleto;Outra formação de nível superior;Voluntário;Família Acolhedora;21/07/2014;De 50 a 85 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;29,00;52,00;14,00;2,00;2,00;;1,00;3,00;;;;95,00;95
3304557;330455;3;33;RJ;Rio de Janeiro;Rio de Janeiro;1182,30;6320446;6320446;;Metrópole;11601307;3304550000000;04/08/1952;65;Feminino;Fundamental Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;24/04/2011;De 50 a 85 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;29,00;52,00;14,00;2,00;2,00;;1,00;3,00;;;;95,00;95
3304557;330455;3;33;RJ;Rio de Janeiro;Rio de Janeiro;1182,30;6320446;6320446;;Metrópole;11601307;3304550000000;30/03/1959;58;Feminino;Médio Completo;Profissional de nível médio;Sem Vínculo;Família Acolhedora;06/04/2016;De 50 a 85 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;29,00;52,00;14,00;2,00;2,00;;1,00;3,00;;;;95,00;95
3304557;330455;3;33;RJ;Rio de Janeiro;Rio de Janeiro;1182,30;6320446;6320446;;Metrópole;11601307;3304550000000;02/06/1952;65;Feminino;Médio Completo;Profissional de nível médio;Sem Vínculo;Família Acolhedora;24/07/2014;De 50 a 85 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;29,00;52,00;14,00;2,00;2,00;;1,00;3,00;;;;95,00;95
3304557;330455;3;33;RJ;Rio de Janeiro;Rio de Janeiro;1182,30;6320446;6320446;;Metrópole;11601307;3304550000000;19/03/1962;55;Feminino;Fundamental Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;13/05/2014;De 50 a 85 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;29,00;52,00;14,00;2,00;2,00;;1,00;3,00;;;;95,00;95
3304557;330455;3;33;RJ;Rio de Janeiro;Rio de Janeiro;1182,30;6320446;6320446;;Metrópole;11601307;3304550000000;31/03/1960;57;Feminino;Superior Completo;Nutricionista;Sem Vínculo;Família Acolhedora;29/05/2017;De 50 a 85 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;29,00;52,00;14,00;2,00;2,00;;1,00;3,00;;;;95,00;95
3304557;330455;3;33;RJ;Rio de Janeiro;Rio de Janeiro;1182,30;6320446;6320446;;Metrópole;11601307;3304550000000;06/11/1956;61;Feminino;Médio Completo;Sem formação profissional;Voluntário;Família Acolhedora;10/10/2011;De 50 a 85 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;29,00;52,00;14,00;2,00;2,00;;1,00;3,00;;;;95,00;95
3304557;330455;3;33;RJ;Rio de Janeiro;Rio de Janeiro;1182,30;6320446;6320446;;Metrópole;11601307;3304550000000;03/12/1961;56;Feminino;Superior Completo;Outra formação de nível superior;Sem Vínculo;Família Acolhedora;08/02/2017;De 50 a 85 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;29,00;52,00;14,00;2,00;2,00;;1,00;3,00;;;;95,00;95
3304557;330455;3;33;RJ;Rio de Janeiro;Rio de Janeiro;1182,30;6320446;6320446;;Metrópole;11601307;3304550000000;20/12/1963;54;Feminino;Superior Completo;Outra formação de nível superior;Sem Vínculo;Família Acolhedora;28/09/2016;De 50 a 85 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;29,00;52,00;14,00;2,00;2,00;;1,00;3,00;;;;95,00;95
3304557;330455;3;33;RJ;Rio de Janeiro;Rio de Janeiro;1182,30;6320446;6320446;;Metrópole;11601307;3304550000000;22/06/1960;57;Feminino;Médio Incompleto;Sem formação profissional;Sem Vínculo;Família Acolhedora;25/05/2005;De 50 a 85 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;29,00;52,00;14,00;2,00;2,00;;1,00;3,00;;;;95,00;95
3304557;330455;3;33;RJ;Rio de Janeiro;Rio de Janeiro;1182,30;6320446;6320446;;Metrópole;11601307;3304550000000;09/12/1962;55;Feminino;Médio Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;29/08/2016;De 50 a 85 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;29,00;52,00;14,00;2,00;2,00;;1,00;3,00;;;;95,00;95
